IMIS_DasID,aphia_id
1,122555
1,1300035
1,122694
1,134545
1,946229
1,573191
1,126777
1,122697
1,129253
1,102438
1,879366
1,334101
1,130027
1,564487
1,355689
1,130470
1,1720919
1,103582
1,287214
1,851599
1,1577558
1,166932
1,104498
1,117802
1,215428
1,240550
1,103585
1,256220
1,993075
1,416384
1,592533
1,154124
1,130451
1,331481
1,1597580
1,131146
1,362388
1,130000
1,115763
1,851589
1,284415
1,489609
1,486812
1,993876
1,129989
1,1603679
1,422363
1,107345
1,414638
1,851340
1,107486
1,616597
1,473486
1,265087
1,333615
1,139008
1,885303
1,1457132
1,428220
1,880519
1,518404
1,285967
1,105218
1,132444
1,1373504
1,374285
1,616562
1,114460
1,140282
1,890623
1,1738567
1,1501316
1,104550
1,145503
1,1451825
1,212184
1,211609
1,1373705
1,1537062
1,141433
1,570461
1,618140
1,1380758
1,1361130
1,130106
1,238033
1,236551
1,103936
1,1044494
1,139940
1,732380
1,610828
1,332039
1,107337
1,851581
1,1071203
1,394868
1,151801
1,1383652
1,140839
1,124316
1,131432
1,1610683
1,1720905
1,243631
1,131471
1,394326
1,1048800
1,1264073
1,483615
1,483543
1,1262388
1,252565
1,421137
1,867101
1,103724
1,548358
1,191207
1,231662
1,333437
1,616603
1,117544
1,103849
1,167963
1,131002
1,489112
1,280359
1,129260
1,495804
1,295864
1,1009125
1,232083
1,618184
1,125414
1,477676
1,106273
1,702237
1,341548
1,130537
1,1339221
1,1489502
1,710698
1,371578
1,133191
1,626077
1,130156
1,1476539
1,1589027
1,376035
1,618855
1,100993
1,1356606
1,1359474
1,106656
1,1738998
1,499683
1,135504
1,115950
1,614706
1,1060514
1,156548
1,623891
1,1737369
1,503000
1,119127
1,170932
1,618118
1,373315
1,102136
1,1546552
1,117791
1,233473
1,124394
1,155162
1,117377
1,144683
1,287220
1,1259744
1,816794
1,125027
1,365624
1,175404
1,124392
1,120671
1,631828
1,234099
1,129868
1,130639
1,140830
1,532031
1,372631
1,111397
1,157166
1,514161
1,131009
1,111197
1,1435816
1,437577
1,165853
1,1340378
1,140509
1,254482
1,144639
1,1021345
1,879714
1,120793
1,122599
1,157664
1,141643
1,440458
1,1294418
1,145349
1,116271
1,515367
1,172155
1,115006
1,1243030
1,414707
1,842613
1,618851
1,239355
1,496188
1,851468
1,968692
1,1485852
1,547639
1,248149
1,346656
1,145862
1,234851
1,156586
1,623362
1,145354
1,280852
1,130749
1,100912
1,334122
1,101977
1,129821
1,129555
1,137483
1,130661
1,1486973
1,670088
1,117743
1,1372918
1,1734059
1,115776
1,582871
1,146950
1,116360
1,1047301
1,330219
1,609949
1,844061
1,990503
1,111696
1,496105
1,1056592
1,847090
1,990618
1,130843
1,613499
1,140033
1,841715
1,375734
1,110690
1,495338
1,644030
1,480866
1,135494
1,134541
1,352600
1,1487461
1,1318799
1,144489
1,519025
1,1488325
1,236159
1,1738190
1,233761
1,372576
1,157188
1,1432779
1,376542
1,130585
1,140733
1,761218
1,573884
1,531501
1,609938
1,137571
1,135301
1,1014561
1,110152
1,1750291
1,458377
1,218368
1,145722
1,626095
1,135302
1,433973
1,580286
1,122602
1,837543
1,508064
1,132736
1,496890
1,945898
1,117434
1,116179
1,144916
1,103718
1,145202
1,191482
1,623449
1,624513
1,378207
1,148954
1,673904
1,714717
1,345463
1,146768
1,375171
1,144431
1,284446
1,160538
1,291967
1,375953
1,1311384
1,133102
1,375319
1,133939
1,376322
1,144500
1,1361174
1,165973
1,376081
1,145913
1,214326
1,501928
1,1018508
1,1487049
1,284874
1,207144
1,878195
1,536513
1,477957
1,743671
1,374552
1,129967
1,346049
1,555935
1,130644
1,289878
1,100511
1,547452
1,1356721
1,148912
1,145863
1,100951
1,616300
1,256795
1,577877
1,376666
1,372539
1,250618
1,518041
1,376127
1,1022809
1,287107
1,626013
1,280494
1,109713
1,105167
1,130593
1,120566
1,144945
1,175643
1,145366
1,1319087
1,372015
1,375697
1,243138
1,956806
1,375752
1,1338383
1,107392
1,508709
1,107613
1,1313473
1,163479
1,156125
1,145346
1,170644
1,372832
1,214346
1,619839
1,1534767
1,626042
1,144944
1,1347803
1,214343
1,348699
1,239300
1,990876
1,372796
1,234474
1,231756
1,623702
1,144928
1,609687
1,142971
1,288354
1,169715
1,207320
1,266752
1,107506
1,548021
1,107381
1,325567
1,159390
1,130418
1,145551
1,483934
1,388231
1,157534
1,145547
1,1495104
1,1339742
1,1050685
1,1451585
1,1524511
1,426227
1,144496
1,100218
1,1628050
1,167128
1,134563
1,1487056
1,240774
1,624878
1,385909
1,148109
1,100497
1,371310
1,1421113
1,616487
1,100507
1,494975
1,193190
1,1418798
1,763555
1,1555809
1,100913
1,716349
1,239267
1,1070952
1,478341
1,102063
1,827192
1,117399
1,1734002
1,834018
1,148715
1,111355
1,129975
1,834010
1,145297
1,144770
1,144102
1,333396
1,470388
1,507598
1,103719
1,250081
1,131571
1,140291
1,100523
1,130248
1,1023280
1,396711
1,746493
1,137600
1,662423
1,1457044
1,117860
1,100946
1,173591
1,1720924
1,104685
1,116612
1,1556838
1,1485921
1,284249
1,1586722
1,265228
1,1364783
1,145373
1,370166
1,100547
1,362061
1,213400
1,146952
1,1485817
1,1487047
1,100498
1,665156
1,622762
1,717977
1,265441
1,144623
1,826545
1,1659019
1,1072438
1,1048788
1,878966
1,140032
1,878954
1,1601249
1,558444
1,132663
1,135751
1,505471
1,100358
1,1486939
1,419297
1,129964
1,102135
1,101822
1,256762
1,354171
1,1593416
1,372226
1,147123
1,496081
1,373984
1,153558
1,494871
1,1288085
1,102285
1,376211
1,373457
1,1249963
1,502074
1,1535277
1,122739
1,1442353
1,494940
1,102299
1,118715
1,127219
1,376213
1,127123
1,707691
1,1255133
1,100060
1,618148
1,329315
1,1384261
1,577521
1,991955
1,265682
1,247981
1,145322
1,145009
1,531450
1,144526
1,1328561
1,372941
1,614056
1,146401
1,124201
1,145086
1,141230
1,1455977
1,733536
1,102408
1,1300998
1,130722
1,1541871
1,529627
1,145673
1,123803
1,129445
1,102012
1,239170
1,443111
1,124963
1,129379
1,181241
1,144664
1,140471
1,117271
1,100803
1,624476
1,1024740
1,102647
1,245897
1,116041
1,140262
1,172960
1,140302
1,560066
1,119094
1,157725
1,175738
1,1607174
1,207032
1,376147
1,163433
1,214615
1,374524
1,289493
1,432768
1,143197
1,104514
1,827677
1,730399
1,284440
1,118137
1,129996
1,291417
1,343918
1,155834
1,145221
1,278308
1,137485
1,102178
1,376801
1,140229
1,139597
1,1002300
1,838063
1,139770
1,149601
1,576216
1,1737039
1,547443
1,115106
1,382471
1,149151
1,450511
1,655992
1,105157
1,140863
1,132219
1,1010888
1,712746
1,101569
1,261697
1,104784
1,1297840
1,144854
1,850637
1,374578
1,159715
1,141334
1,287142
1,386768
1,144773
1,334364
1,1361156
1,145990
1,341554
1,1489746
1,144976
1,246080
1,841671
1,373859
1,231755
1,546911
1,880370
1,213054
1,377158
1,149150
1,149084
1,836092
1,177852
1,1315858
1,376212
1,610801
1,393303
1,120201
1,217006
1,145713
1,141641
1,171656
1,117888
1,144387
1,116185
1,144422
1,144377
1,144672
1,547853
1,169736
1,103169
1,622589
1,102281
1,840195
1,212423
1,288963
1,373943
1,271428
1,289852
1,248075
1,273016
1,1487507
1,376164
1,744059
1,166898
1,1737236
1,883685
1,142788
1,144528
1,101851
1,111411
1,106257
1,117483
1,140430
1,104290
1,364840
1,329775
1,117426
1,149779
1,144931
1,481009
1,284361
1,1067026
1,104593
1,380055
1,1535575
1,119630
1,375025
1,291276
1,142687
1,840906
1,107614
1,272837
1,244742
1,1720907
1,207817
1,137438
1,349268
1,118061
1,1019753
1,100211
1,180108
1,145544
1,105237
1,137146
1,991535
1,211475
1,437981
1,145321
1,570002
1,287436
1,375329
1,144633
1,371354
1,212494
1,614432
1,272183
1,145410
1,1356590
1,428733
1,1070842
1,118154
1,118152
1,106316
1,130359
1,163930
1,144334
1,128530
1,106210
1,956279
1,346434
1,406186
1,502202
1,126425
1,180273
1,104563
1,753852
1,172588
1,481588
1,489172
1,1720915
1,207180
1,841259
1,827218
1,270752
1,144164
1,1432871
1,1533477
1,1307759
1,623235
1,701488
1,495535
1,276560
1,313241
1,163392
1,170380
1,508290
1,235401
1,372472
1,667176
1,145769
1,138998
1,130437
1,102168
1,119039
1,144372
1,1079205
1,145108
1,217132
1,111484
1,104312
1,119044
1,141579
1,145615
1,145625
1,116619
1,133932
1,1534602
1,422452
1,357161
1,1356899
1,122798
1,375574
1,334365
1,365634
1,214093
1,210930
1,102160
1,157261
1,144356
1,1348090
1,1415749
1,707893
1,283262
1,885344
1,287231
1,726178
1,1614563
1,746223
1,145319
1,1334365
1,371351
1,282568
1,375834
1,244381
1,129764
1,372689
1,242710
1,157951
1,414157
1,141320
1,393281
1,145370
1,518550
1,102251
1,573293
1,1027147
1,135490
1,145537
1,151200
1,1443783
1,158245
1,955324
1,1067032
1,576535
1,231681
1,105135
1,173184
1,885301
1,246741
1,209307
1,141435
1,1533541
1,271555
1,836857
1,886570
1,144782
1,117761
1,606315
1,1652950
1,482938
1,140170
1,239191
1,1537564
1,182757
1,177819
1,1337479
1,104895
1,851593
1,139135
1,246150
1,761362
1,1445469
1,851587
1,325300
1,236056
1,890847
1,145398
1,1307748
1,244331
1,247960
1,277537
1,117333
1,140838
1,421604
1,346535
1,1382247
1,162961
1,218134
1,139686
1,284532
1,362481
1,117345
1,883
1,715654
1,270761
1,1734822
1,158254
1,254553
1,358187
1,100492
1,238201
1,104645
1,226252
1,243439
1,372124
1,1634498
1,494981
1,180071
1,619424
1,375490
1,244681
1,111602
1,152356
1,332723
1,140029
1,240897
1,1356906
1,531467
1,287557
1,334242
1,573829
1,224282
1,149074
1,145585
1,145278
1,236020
1,1492322
1,331350
1,149217
1,221243
1,1030503
1,282287
1,243170
1,885347
1,1360857
1,413112
1,885354
1,1360725
1,103330
1,354857
1,1262306
1,104515
1,104745
1,212394
1,1015949
1,377136
1,135470
1,1287835
1,134167
1,133205
1,216442
1,1010505
1,1026500
1,287795
