aphia_id,RankName,ScientificName,ScientificNameAuthor,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,ScientificNameWithAuthor
109542,Genus,Oblea,"Balech ex Loeblich Jr. & Loeblich III, 1966",Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Oblea,,,,"Oblea Balech ex Loeblich Jr. & Loeblich III, 1966"
109545,Genus,Scrippsiella,"Balech ex A.R.Loeblich III, 1965",Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,,,,"Scrippsiella Balech ex A.R.Loeblich III, 1965"
109550,Genus,Podolampas,"Stein, 1883",Chromista,Myzozoa,Dinophyceae,Peridiniales,Podolampadaceae,Podolampas,,,,"Podolampas Stein, 1883"
109553,Genus,Protoperidinium,"Bergh, 1881",Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,,,,"Protoperidinium Bergh, 1881"
109555,Genus,Pyrophacus,"Stein, 1883",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Pyrophacaceae,Pyrophacus,,,,"Pyrophacus Stein, 1883"
109559,Genus,Goniodoma,"Stein, 1883",Chromista,Myzozoa,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Goniodoma,,,,"Goniodoma Stein, 1883"
109564,Genus,Mesoporos,"Lillick, 1937",Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Mesoporos,,,,"Mesoporos Lillick, 1937"
109566,Genus,Prorocentrum,"Ehrenberg, 1834",Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,,,"Prorocentrum Ehrenberg, 1834"
109569,Genus,Dissodinium,"Klebs, 1916",Chromista,Myzozoa,Dinophyceae,Pyrocystales,Pyrocystaceae,Dissodinium,,,,"Dissodinium Klebs, 1916"
109571,Genus,Pyrocystis,"J.Murray ex Haeckel, 1890",Chromista,Myzozoa,Dinophyceae,Pyrocystales,Pyrocystaceae,Pyrocystis,,,,"Pyrocystis J.Murray ex Haeckel, 1890"
109603,Species,Dinophysis acuminata,"Claparède & Lachmann, 1859",Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,,acuminata,,"Dinophysis acuminata Claparède & Lachmann, 1859"
109612,Species,Dinophysis caudata,"Saville-Kent, 1881",Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,,caudata,,"Dinophysis caudata Saville-Kent, 1881"
109624,Species,Dinophysis fortii,"Pavillard, 1924",Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,,fortii,,"Dinophysis fortii Pavillard, 1924"
109627,Species,Dinophysis hastata,"F.Stein, 1883",Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,,hastata,,"Dinophysis hastata F.Stein, 1883"
109638,Species,Dinophysis odiosa,"(Pavillard) Tai & Skogsberg, 1934",Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,,odiosa,,"Dinophysis odiosa Pavillard Tai & Skogsberg, 1934"
109662,Species,Dinophysis tripos,"Gourret, 1883",Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,,tripos,,"Dinophysis tripos Gourret, 1883"
109693,Species,Ornithocercus magnificus,"Stein, 1883",Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Ornithocercus,,magnificus,,"Ornithocercus magnificus Stein, 1883"
109713,Species,Alexandrium pseudogonyaulax,"(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,pseudogonyaulax,,"Alexandrium pseudogonyaulax Biecheler Horiguchi ex K.Yuki & Y.Fukuyo, 1992"
109717,Species,Actiniscus pentasterias,"(Ehrenberg) Ehrenberg, 1844",Chromista,Myzozoa,Dinophyceae,Actiniscales,Actiniscaceae,Actiniscus,,pentasterias,,"Actiniscus pentasterias Ehrenberg Ehrenberg, 1844"
109718,Species,Amphidinium acutissimum,"Schiller, 1933",Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,,acutissimum,,"Amphidinium acutissimum Schiller, 1933"
109856,Species,Gyrodinium fusiforme,"Kofoid & Swezy, 1921",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,fusiforme,,"Gyrodinium fusiforme Kofoid & Swezy, 1921"
109859,Species,Gyrodinium lachryma,"(Meunier) Kofoid & Swezy, 1921",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,lachryma,,"Gyrodinium lachryma Meunier Kofoid & Swezy, 1921"
109889,Species,Torodinium robustum,"Kofoid & Swezy, 1921",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Torodinium,,robustum,,"Torodinium robustum Kofoid & Swezy, 1921"
109920,Species,Kofoidinium velleloides,"Pavillard, 1929",Chromista,Myzozoa,Dinophyceae,Noctilucales,Kofoidiniaceae,Kofoidinium,,velleloides,,"Kofoidinium velleloides Pavillard, 1929"
109921,Species,Noctiluca scintillans,"(Macartney) Kofoid & Swezy, 1921",Chromista,Myzozoa,Dinophyceae,Noctilucales,Noctilucaceae,Noctiluca,,scintillans,,"Noctiluca scintillans Macartney Kofoid & Swezy, 1921"
109992,Species,Micracanthodinium claytonii,"(R.W.Holmes) Dodge, 1982",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Cladopyxidaceae,Micracanthodinium,,claytonii,,"Micracanthodinium claytonii R.W.Holmes Dodge, 1982"
110015,Species,Gonyaulax digitale,"(Pouchet) Kofoid, 1911",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,,digitale,,"Gonyaulax digitale Pouchet Kofoid, 1911"
110035,Species,Gonyaulax polygramma,"F.Stein, 1883",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,,polygramma,,"Gonyaulax polygramma F.Stein, 1883"
110039,Species,Gonyaulax scrippsae,"Kofoid, 1911",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,,scrippsae,,"Gonyaulax scrippsae Kofoid, 1911"
110041,Species,Gonyaulax spinifera,"(Claparède & Lachmann) Diesing, 1866",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,,spinifera,,"Gonyaulax spinifera Claparède & Lachmann Diesing, 1866"
110045,Species,Gonyaulax verior,"Sournia, 1973",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,,verior,,"Gonyaulax verior Sournia, 1973"
110082,Species,Oxytoxum caudatum,"Schiller, 1937",Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,,caudatum,,"Oxytoxum caudatum Schiller, 1937"
110097,Species,Oxytoxum laticeps,"Schiller, 1937",Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,,laticeps,,"Oxytoxum laticeps Schiller, 1937"
110099,Species,Oxytoxum longiceps,Schiller,Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,,longiceps,,Oxytoxum longiceps Schiller
110115,Species,Oxytoxum scolopax,"Stein, 1883",Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,,scolopax,,"Oxytoxum scolopax Stein, 1883"
110122,Species,Oxytoxum viride,"Schiller, 1937",Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,,viride,,"Oxytoxum viride Schiller, 1937"
110154,Species,Kryptoperidinium foliaceum,"(F.Stein) Lindemann, 1924",Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Kryptoperidinium,,foliaceum,,"Kryptoperidinium foliaceum F.Stein Lindemann, 1924"
110202,Species,Podolampas spinifera,"Okamura, 1912",Chromista,Myzozoa,Dinophyceae,Peridiniales,Podolampadaceae,Podolampas,,spinifera,,"Podolampas spinifera Okamura, 1912"
110208,Species,Protoperidinium bipes,"(Paulsen, 1904) Balech, 1974",Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,,bipes,,"Protoperidinium bipes Paulsen, 1904 Balech, 1974"
110257,Species,Protoperidinium steinii,"(Jørgensen, 1899) Balech, 1974",Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,,steinii,,"Protoperidinium steinii Jørgensen, 1899 Balech, 1974"
110295,Species,Prorocentrum compressum,"(Bailey) T.H.Abé ex J.D.Dodge, 1975",Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,compressum,,"Prorocentrum compressum Bailey T.H.Abé ex J.D.Dodge, 1975"
110297,Species,Prorocentrum dactylus,"(Stein) Dodge, 1975",Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,dactylus,,"Prorocentrum dactylus Stein Dodge, 1975"
110303,Species,Prorocentrum micans,"Ehrenberg, 1834",Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,micans,,"Prorocentrum micans Ehrenberg, 1834"
110305,Species,Prorocentrum nanum,"J.Schiller, 1918",Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,nanum,,"Prorocentrum nanum J.Schiller, 1918"
110316,Species,Prorocentrum triestinum,"J.Schiller, 1918",Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,triestinum,,"Prorocentrum triestinum J.Schiller, 1918"
110321,Species,Protoceratium reticulatum,"(Claparède & Lachmann) Bütschli, 1885",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Protoceratium,,reticulatum,,"Protoceratium reticulatum Claparède & Lachmann Bütschli, 1885"
115057,Class,Prymnesiophyceae,Hibberd,Chromista,Haptophyta,Prymnesiophyceae,,,,,,,Prymnesiophyceae Hibberd
115075,Genus,Meringosphaera,"Lohmann, 1903",Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Meringosphaera,,,,"Meringosphaera Lohmann, 1903"
115081,Genus,Ophiaster,"Gran, 1912",Chromista,Haptophyta,Prymnesiophyceae,Syracosphaerales,Syracosphaeraceae,Ophiaster,,,,"Ophiaster Gran, 1912"
115083,Genus,Acanthoica,"Lohmann, 1903",Chromista,Haptophyta,Prymnesiophyceae,Syracosphaerales,Rhabdosphaeraceae,Acanthoica,,,,"Acanthoica Lohmann, 1903"
115084,Genus,Syracosphaera,"Lohmann, 1902",Chromista,Haptophyta,Prymnesiophyceae,Syracosphaerales,Syracosphaeraceae,Syracosphaera,,,,"Syracosphaera Lohmann, 1902"
115086,Genus,Emiliania,"W.W.Hay & H.P.Mohler, 1967",Chromista,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,,"Emiliania W.W.Hay & H.P.Mohler, 1967"
115088,Genus,Phaeocystis,"Lagerheim, 1893",Chromista,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,,,,"Phaeocystis Lagerheim, 1893"
115090,Genus,Chrysochromulina,"Lackey, 1939",Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,,,"Chrysochromulina Lackey, 1939"
115104,Species,Emiliania huxleyi,"(Lohmann) W.W.Hay & H.P.Mohler, 1967",Chromista,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,huxleyi,,"Emiliania huxleyi Lohmann W.W.Hay & H.P.Mohler, 1967"
115126,Species,Chrysochromulina parkeae,"J.C.Green & Leadbeater, 1972",Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,parkeae,,"Chrysochromulina parkeae J.C.Green & Leadbeater, 1972"
118051,Species,Ebria tripartita,"(Schumann) Lemmermann, 1899",Protozoa,,Ebriophyceae,Ebriales,Ebriaceae,Ebria,,tripartita,,"Ebria tripartita Schumann Lemmermann, 1899"
119077,Species,Leucocryptos marina,"(Braarud) Butcher, 1967",Chromista,Cryptophyta,Cryptophyta incertae sedis,,Katablepharidaceae,Leucocryptos,,marina,,"Leucocryptos marina Braarud Butcher, 1967"
134526,Genus,Tetraselmis,"F.Stein, 1878",Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,,,,"Tetraselmis F.Stein, 1878"
134529,Genus,Pyramimonas,"Schmarda, 1849",Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,,,"Pyramimonas Schmarda, 1849"
134566,Species,Pseudoscourfieldia marina,"(J.Throndsen) Manton, 1975",Plantae,Chlorophyta,Pyramimonadophyceae,Pseudoscourfieldiales,Pycnococcaceae,Pseudoscourfieldia,,marina,,"Pseudoscourfieldia marina J.Throndsen Manton, 1975"
136903,Species,Paulinella ovalis,"(A.Wulff) P.W.Johnson, P.E.Hargraves & J.M.Sieburth, 1988",Chromista,Cercozoa,Imbricatea,Euglyphida,Paulinellideae,Paulinella,,ovalis,,"Paulinella ovalis A.Wulff P.W.Johnson, P.E.Hargraves & J.M.Sieburth, 1988"
146163,Species,Rhynchomonas nasuta,"(Stokes) Klebs, 1892",Protozoa,Euglenozoa,Kinetoplastea,Eubodonida,Bodonaceae,Rhynchomonas,,nasuta,,"Rhynchomonas nasuta Stokes Klebs, 1892"
146230,Class,Chrysophyceae,,Chromista,Ochrophyta,Chrysophyceae,,,,,,,Chrysophyceae
146232,Class,Dictyochophyceae,"P.C. Silva, 1980",Chromista,Ochrophyta,Dictyochophyceae,,,,,,,"Dictyochophyceae P.C. Silva, 1980"
146542,Class,Cyanophyceae,"Schaffner, 1909",Bacteria,Cyanobacteria,Cyanophyceae,,,,,,,"Cyanophyceae Schaffner, 1909"
148899,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,,"Bacillariophyceae Haeckel, 1878"
148905,Genus,Cyclotella,"(F.T. Kützing) A. de Brébisson, 1838",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,,,,"Cyclotella F.T. Kützing A. de Brébisson, 1838"
148912,Genus,Thalassiosira,"P.T. Cleve, 1873 emend. Hasle, 1973",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,,,"Thalassiosira P.T. Cleve, 1873 emend. Hasle, 1973"
148917,Genus,Coscinodiscus,"C.G. Ehrenberg, 1839",Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,,,"Coscinodiscus C.G. Ehrenberg, 1839"
148942,Species,Thalassiosira rotula,"Meunier, 1910",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,rotula,,"Thalassiosira rotula Meunier, 1910"
148963,Genus,Odontella,"C.A. Agardh, 1832",Chromista,Ochrophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,,,"Odontella C.A. Agardh, 1832"
148967,Genus,Biddulphia,"S.F. Gray, 1821",Chromista,Ochrophyta,Bacillariophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,,,,"Biddulphia S.F. Gray, 1821"
148971,Subclass,Coscinodiscophycidae,"Round & Crawford, 1990",Chromista,Ochrophyta,Bacillariophyceae,,,,,,,"Coscinodiscophycidae Round & Crawford, 1990"
148985,Genus,Chaetoceros,"C.G. Ehrenberg, 1844",Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,,,,"Chaetoceros C.G. Ehrenberg, 1844"
148989,Genus,Cocconeis,"C.G. Ehrenberg, 1837",Chromista,Ochrophyta,Bacillariophyceae,Achnanthales,Cocconeidaceae,Cocconeis,,,,"Cocconeis C.G. Ehrenberg, 1837"
149003,Genus,Cylindrotheca,"L. Rabenhorst, 1859",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,,,,"Cylindrotheca L. Rabenhorst, 1859"
149004,Species,Cylindrotheca closterium,"(Ehrenberg) Reimann & J.C.Lewin, 1964",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,,closterium,,"Cylindrotheca closterium Ehrenberg Reimann & J.C.Lewin, 1964"
149013,Genus,Diatoma,"J.B.M. Bory de Saint-Vincent, 1824",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Diatoma,,,,"Diatoma J.B.M. Bory de Saint-Vincent, 1824"
149015,Order,Naviculales,"Bessey, 1907 sensu emend.",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,,,,,,"Naviculales Bessey, 1907 sensu emend."
149018,Genus,Diploneis,"(C. G. Ehrenberg) P.T. Cleve, 1894",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,,,,"Diploneis C. G. Ehrenberg P.T. Cleve, 1894"
149022,Genus,Ditylum,"J.W. Bailey ex L.W. Bailey, 1861",Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,,,,"Ditylum J.W. Bailey ex L.W. Bailey, 1861"
149023,Species,Ditylum brightwellii,"(T.West) Grunow, 1885",Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,,brightwellii,,"Ditylum brightwellii T.West Grunow, 1885"
149028,Genus,Fragilaria,"H.C. Lyngbye, 1819",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,,,,"Fragilaria H.C. Lyngbye, 1819"
149038,Genus,Leptocylindrus,"P.T. Cleve in C.G.J. Petersen, 1889",Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,,,,"Leptocylindrus P.T. Cleve in C.G.J. Petersen, 1889"
149042,Genus,Melosira,"C.A. Agardh, 1824",Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,,,,"Melosira C.A. Agardh, 1824"
149044,Species,Melosira nummuloides,"C.Agardh, 1824",Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,,nummuloides,,"Melosira nummuloides C.Agardh, 1824"
149045,Genus,Nitzschia,"A.H. Hassall, 1845",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,,,,"Nitzschia A.H. Hassall, 1845"
149055,Species,Paralia sulcata,"(Ehrenberg) Cleve, 1873",Chromista,Ochrophyta,Bacillariophyceae,Paraliales,Paraliaceae,Paralia,,sulcata,,"Paralia sulcata Ehrenberg Cleve, 1873"
149060,Species,Podosira stelligera,"(Bailey) A.Mann, 1907",Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Hyalodiscaceae,Podosira,,stelligera,,"Podosira stelligera Bailey A.Mann, 1907"
149069,Genus,Rhizosolenia,"T. Brightwell, 1858",Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,,,,"Rhizosolenia T. Brightwell, 1858"
149092,Genus,Thalassionema,"A. Grunow ex C. Mereschkowsky, 1902",Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,,,,"Thalassionema A. Grunow ex C. Mereschkowsky, 1902"
149110,Species,Corethron criophilum,"Castracane, 1886",Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,,criophilum,,"Corethron criophilum Castracane, 1886"
149111,Genus,Guinardia,"H. Peragallo, 1892",Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,,,,"Guinardia H. Peragallo, 1892"
149116,Species,Rhizosolenia imbricata,"Brightwell, 1858",Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,,imbricata,,"Rhizosolenia imbricata Brightwell, 1858"
149118,Genus,Bacteriastrum,"G. Shadbolt, 1854",Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Bacteriastrum,,,,"Bacteriastrum G. Shadbolt, 1854"
149120,Species,Chaetoceros danicus,"Cleve, 1889",Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,,danicus,,"Chaetoceros danicus Cleve, 1889"
149122,Species,Chaetoceros didymus,"Ehrenberg, 1845",Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,,didymus,,"Chaetoceros didymus Ehrenberg, 1845"
149123,Species,Chaetoceros socialis,"H.S.Lauder, 1864",Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,,socialis,,"Chaetoceros socialis H.S.Lauder, 1864"
149126,Species,Chaetoceros decipiens,"Cleve, 1873",Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,,decipiens,,"Chaetoceros decipiens Cleve, 1873"
149129,Species,Chaetoceros compressus,"Lauder, 1864",Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,,compressus,,"Chaetoceros compressus Lauder, 1864"
149130,Genus,Eucampia,"C.G. Ehrenberg, 1839",Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,,,,"Eucampia C.G. Ehrenberg, 1839"
149131,Species,Eucampia zodiacus,"Ehrenberg, 1839",Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,,zodiacus,,"Eucampia zodiacus Ehrenberg, 1839"
149132,Species,Guinardia flaccida,"(Castracane) H.Peragallo, 1892",Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,,flaccida,,"Guinardia flaccida Castracane H.Peragallo, 1892"
149134,Genus,Lauderia,"P.T. Cleve, 1873",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Lauderiaceae,Lauderia,,,,"Lauderia P.T. Cleve, 1873"
149135,Species,Lauderia annulata,"Cleve, 1873",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Lauderiaceae,Lauderia,,annulata,,"Lauderia annulata Cleve, 1873"
149139,Species,Asterionellopsis glacialis,"(Castracane) Round, 1990",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,,glacialis,,"Asterionellopsis glacialis Castracane Round, 1990"
149142,Genus,Navicula,"J.B.M. Bory de Saint-Vincent, 1822",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,,,,"Navicula J.B.M. Bory de Saint-Vincent, 1822"
149148,Genus,Bacillaria,"J.F. Gmelin, 1788",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria,,,,"Bacillaria J.F. Gmelin, 1788"
