aphia_id,RankName,ScientificName,ScientificNameAuthor,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,ScientificNameWithAuthor
22832,Genus,Anisakis,"Dujardin, 1845",Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis,,,,"Anisakis Dujardin, 1845"
126484,Species,Merluccius merluccius,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,,merluccius,,"Merluccius merluccius Linnaeus, 1758"
