101,Class,Gastropoda,"Cuvier, 1795",Animalia,Mollusca,Gastropoda,,,,,,,"Gastropoda Cuvier, 1795"
105,Class,Bivalvia,"Linnaeus, 1758",Animalia,Mollusca,Bivalvia,,,,,,,"Bivalvia Linnaeus, 1758"
120,Family,Hydrobiidae,"Stimpson, 1865",Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,,,,,"Hydrobiidae Stimpson, 1865"
154,Order,Cephalaspidea,"P. Fischer, 1883",Animalia,Mollusca,Gastropoda,Cephalaspidea,,,,,,"Cephalaspidea P. Fischer, 1883"
156,Family,Retusidae,"Thiele, 1925",Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,,,,,"Retusidae Thiele, 1925"
210,Order,Mytilida,"Férussac, 1822",Animalia,Mollusca,Bivalvia,Mytilida,,,,,,"Mytilida Férussac, 1822"
211,Family,Mytilidae,"Rafinesque, 1815",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,,,,,"Mytilidae Rafinesque, 1815"
222,Family,Lasaeidae,"Gray, 1842",Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,,,,,"Lasaeidae Gray, 1842"
229,Family,Cardiidae,"Lamarck, 1809",Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,,,,,"Cardiidae Lamarck, 1809"
235,Family,Tellinidae,"Blainville, 1814",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,,,,,"Tellinidae Blainville, 1814"
245,Order,Myida,"Stoliczka, 1870",Animalia,Mollusca,Bivalvia,Myida,,,,,,"Myida Stoliczka, 1870"
247,Family,Myidae,"Lamarck, 1809",Animalia,Mollusca,Bivalvia,Myida,Myidae,,,,,"Myidae Lamarck, 1809"
882,Phylum,Annelida,"Lamarck, 1802 [as Annelides]",Animalia,Annelida,,,,,,,,"Annelida Lamarck, 1802 [as Annelides]"
883,Class,Polychaeta,"Grube, 1850",Animalia,Annelida,Polychaeta,,,,,,,"Polychaeta Grube, 1850"
889,Order,Spionida,"sensu Rouse & Fauchald, 1997",Animalia,Annelida,Polychaeta,Spionida,,,,,,"Spionida sensu Rouse & Fauchald, 1997"
892,Order,Phyllodocida,"Dales, 1962",Animalia,Annelida,Polychaeta,Phyllodocida,,,,,,"Phyllodocida Dales, 1962"
900,Order,Terebellida,"sensu Rouse & Fauchald, 1997",Animalia,Annelida,Polychaeta,Terebellida,,,,,,"Terebellida sensu Rouse & Fauchald, 1997"
901,Order,Sabellida,"Levinsen, 1883",Animalia,Annelida,Polychaeta,Sabellida,,,,,,"Sabellida Levinsen, 1883"
902,Family,Orbiniidae,"Hartman, 1942",Animalia,Annelida,Polychaeta,,Orbiniidae,,,,,"Orbiniidae Hartman, 1942"
913,Family,Spionidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Spionida,Spionidae,,,,,"Spionidae Grube, 1850"
914,Family,Magelonidae,"Cunningham & Ramage, 1888",Animalia,Annelida,Polychaeta,,Magelonidae,,,,,"Magelonidae Cunningham & Ramage, 1888"
919,Family,Cirratulidae,"Ryckholt, 1851",Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,,,"Cirratulidae Ryckholt, 1851"
921,Family,Capitellidae,"Grube, 1862",Animalia,Annelida,Polychaeta,,Capitellidae,,,,,"Capitellidae Grube, 1862"
922,Family,Arenicolidae,"Johnston, 1835",Animalia,Annelida,Polychaeta,,Arenicolidae,,,,,"Arenicolidae Johnston, 1835"
924,Family,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,"Opheliidae Malmgren, 1867"
931,Family,Phyllodocidae,"Örsted, 1843",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,,,"Phyllodocidae Örsted, 1843"
956,Family,Nephtyidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,,,,,"Nephtyidae Grube, 1850"
982,Family,Terebellidae,"Johnston, 1846",Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,,,"Terebellidae Johnston, 1846"
1065,Phylum,Arthropoda,"von Siebold, 1848",Animalia,Arthropoda,,,,,,,,"Arthropoda von Siebold, 1848"
1071,Class,Malacostraca,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,,,,,,,"Malacostraca Latreille, 1802"
1130,Order,Decapoda,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,"Decapoda Latreille, 1802"
1131,Order,Isopoda,"Latreille, 1817",Animalia,Arthropoda,Malacostraca,Isopoda,,,,,,"Isopoda Latreille, 1817"
1135,Order,Amphipoda,"Latreille, 1816",Animalia,Arthropoda,Malacostraca,Amphipoda,,,,,,"Amphipoda Latreille, 1816"
1137,Order,Cumacea,"Krøyer, 1846",Animalia,Arthropoda,Malacostraca,Cumacea,,,,,,"Cumacea Krøyer, 1846"
1781,Family,Semelidae,"Stoliczka, 1870 (1825)",Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,,,,,"Semelidae Stoliczka, 1870 1825"
14165,Class,Clitellata,"Michaelsen, 1919",Animalia,Annelida,Clitellata,,,,,,,"Clitellata Michaelsen, 1919"
16351,Suborder,Capitata,"Kühn, 1913 (sensu stricto)",Animalia,Cnidaria,Hydrozoa,Anthoathecata,,,,,,"Capitata Kühn, 1913 sensu stricto"
22496,Family,Nereididae,"Blainville, 1818",Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,,,,,"Nereididae Blainville, 1818"
101361,Family,Caprellidae,"Leach, 1814",Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,,,,,"Caprellidae Leach, 1814"
101376,Family,Corophiidae,"Leach, 1814",Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,,,,,"Corophiidae Leach, 1814"
101384,Family,Haustoriidae,"Stebbing, 1906",Animalia,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,,,,,"Haustoriidae Stebbing, 1906"
101489,Genus,Corophium,"Latreille, 1806",Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium,,,,"Corophium Latreille, 1806"
101546,Genus,Haustorius,"Müller, 1775",Animalia,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius,,,,"Haustorius Müller, 1775"
101742,Genus,Bathyporeia,"Lindström, 1855",Animalia,Arthropoda,Malacostraca,Amphipoda,Bathyporeiidae,Bathyporeia,,,,"Bathyporeia Lindström, 1855"
106782,Family,Crangonidae,"Haworth, 1825",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,,,,,"Crangonidae Haworth, 1825"
106922,Genus,Carcinus,"Leach, 1814",Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,,,,"Carcinus Leach, 1814"
106978,Genus,Alpheus,"Fabricius, 1798",Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,,,,"Alpheus Fabricius, 1798"
107007,Genus,Crangon,"Fabricius, 1798",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,,,,"Crangon Fabricius, 1798"
110378,Family,Bodotriidae,"T. Scott, 1901",Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,,,,,"Bodotriidae T. Scott, 1901"
110380,Family,Diastylidae,"Bate, 1856",Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,,,,,"Diastylidae Bate, 1856"
110393,Genus,Cumopsis,"G.O. Sars, 1865",Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Cumopsis,,,,"Cumopsis G.O. Sars, 1865"
110398,Genus,Diastylis,"Say, 1818",Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,,,,"Diastylis Say, 1818"
118273,Family,Cirolanidae,"Dana, 1852",Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,,,,,"Cirolanidae Dana, 1852"
118401,Genus,Eurydice,"Leach, 1815",Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Eurydice,,,,"Eurydice Leach, 1815"
119822,Family,Mysidae,"Haworth, 1825",Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,,,,,"Mysidae Haworth, 1825"
119859,Genus,Gastrosaccus,"Norman, 1868",Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Gastrosaccus,,,,"Gastrosaccus Norman, 1868"
119905,Genus,Schistomysis,"Norman, 1892",Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Schistomysis,,,,"Schistomysis Norman, 1892"
122311,Suborder,Pelagica,"Brinkmann, 1917",Animalia,Nemertea,Hoplonemertea,Polystilifera,,,,,,"Pelagica Brinkmann, 1917"
129206,Genus,Arenicola,"Lamarck, 1801",Animalia,Annelida,Polychaeta,,Arenicolidae,Arenicola,,,,"Arenicola Lamarck, 1801"
129211,Genus,Capitella,"Blainville, 1828",Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,,"Capitella Blainville, 1828"
129214,Genus,Heteromastus,"Eisig, 1887",Animalia,Annelida,Polychaeta,,Capitellidae,Heteromastus,,,,"Heteromastus Eisig, 1887"
129249,Genus,Tharyx,"Webster & Benedict, 1887",Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,,,"Tharyx Webster & Benedict, 1887"
129341,Genus,Magelona,"F. Müller, 1858",Animalia,Annelida,Polychaeta,,Magelonidae,Magelona,,,,"Magelona F. Müller, 1858"
129370,Genus,Nephtys,"Cuvier, 1817",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,,,"Nephtys Cuvier, 1817"
129379,Genus,Nereis,"Linnaeus, 1758",Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,,,,"Nereis Linnaeus, 1758"
129413,Genus,Ophelia,"Savigny, 1822",Animalia,Annelida,Polychaeta,,Opheliidae,Ophelia,,,,"Ophelia Savigny, 1822"
129425,Genus,Scoloplos,"Blainville, 1828",Animalia,Annelida,Polychaeta,,Orbiniidae,Scoloplos,,,,"Scoloplos Blainville, 1828"
129443,Genus,Eteone,"Savigny, 1822",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,,,,"Eteone Savigny, 1822"
129455,Genus,Phyllodoce,"Lamarck, 1818",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,,,,"Phyllodoce Lamarck, 1818"
129535,Genus,Manayunkia,"Leidy, 1859",Animalia,Annelida,Polychaeta,Sabellida,Fabriciidae,Manayunkia,,,,"Manayunkia Leidy, 1859"
129622,Genus,Pygospio,"Claparède, 1863",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Pygospio,,,,"Pygospio Claparède, 1863"
129623,Genus,Scolelepis,"Blainville, 1828",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,,,,"Scolelepis Blainville, 1828"
129626,Genus,Spiophanes,"Grube, 1860",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,,,,"Spiophanes Grube, 1860"
129697,Genus,Lanice,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Lanice,,,,"Lanice Malmgren, 1866"
137735,Genus,Cerastoderma,"Poli, 1795",Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,,,,"Cerastoderma Poli, 1795"
138081,Genus,Hydrobia,"W. Hartmann, 1821",Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Hydrobia,,,,"Hydrobia W. Hartmann, 1821"
138186,Genus,Mysella,"Angas, 1877",Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Mysella,,,,"Mysella Angas, 1877"
138211,Genus,Mya,"Linnaeus, 1758",Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,,,,"Mya Linnaeus, 1758"
138228,Genus,Mytilus,"Linnaeus, 1758",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,,,,"Mytilus Linnaeus, 1758"
138432,Genus,Retusa,"T. Brown, 1827",Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,,,,"Retusa T. Brown, 1827"
138467,Genus,Scrobicularia,"Schumacher, 1815",Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Scrobicularia,,,,"Scrobicularia Schumacher, 1815"
138531,Genus,Macoma,"Leach, 1819",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,,,,"Macoma Leach, 1819"
138533,Genus,Tellina,"Linnaeus, 1758",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina,,,,"Tellina Linnaeus, 1758"
147430,Genus,Arenaria,"Brisson, 1760",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,,,,"Arenaria Brisson, 1760"
149668,Order,Mysida,"Boas, 1883",Animalia,Arthropoda,Malacostraca,Mysida,,,,,,"Mysida Boas, 1883"
154918,Family,Fabriciidae,"Rioja, 1923",Animalia,Annelida,Polychaeta,Sabellida,Fabriciidae,,,,,"Fabriciidae Rioja, 1923"
181586,Genus,Succinea,"Draparnaud, 1801",Animalia,Mollusca,Gastropoda,Stylommatophora,Succineidae,Succinea,,,,"Succinea Draparnaud, 1801"
196109,Order,Squamata,"Oppel, 1811",Animalia,Chordata,,Squamata,,,,,,"Squamata Oppel, 1811"
382213,Order,Littorinimorpha,"Golikov & Starobogatov, 1975",Animalia,Mollusca,Gastropoda,Littorinimorpha,,,,,,"Littorinimorpha Golikov & Starobogatov, 1975"
395243,Genus,Cymia,"Mörch, 1860",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cymia,,,,"Cymia Mörch, 1860"
411720,Family,Seraphsidae,"Gray, 1853",Animalia,Mollusca,Gastropoda,Littorinimorpha,Seraphsidae,,,,,"Seraphsidae Gray, 1853"
438824,Genus,Arenaria,"Linnaeus, 1753",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,,,,"Arenaria Linnaeus, 1753"
533675,Family,Bathyporeiidae,"d'Udekem d'Acoz, 2011",Animalia,Arthropoda,Malacostraca,Amphipoda,Bathyporeiidae,,,,,"Bathyporeiidae d'Udekem d'Acoz, 2011"
557511,Family,Carcinidae,"MacLeay, 1838",Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,,,,,"Carcinidae MacLeay, 1838"
820638,Genus,Armiger,"Hartmann, 1843",Animalia,Mollusca,Gastropoda,,Planorbidae,Armiger,,,,"Armiger Hartmann, 1843"
869602,Order,Cardiida,"Ferussac, 1822",Animalia,Mollusca,Bivalvia,Cardiida,,,,,,"Cardiida Ferussac, 1822"
872850,Genus,Arenaria,"Megerle von Mühlfeld, 1811",Animalia,Mollusca,Bivalvia,Myida,Myidae,Arenaria,,,,"Arenaria Megerle von Mühlfeld, 1811"
934001,Genus,Cochlostoma,"Jan, 1830",Animalia,Mollusca,Gastropoda,Architaenioglossa,Cochlostomatidae,Cochlostoma,,,,"Cochlostoma Jan, 1830"
1326015,Order,Galeommatida,"Lemer, Bieler & Giribet, 2019",Animalia,Mollusca,Bivalvia,Galeommatida,,,,,,"Galeommatida Lemer, Bieler & Giribet, 2019"
1360907,Species,Euactis marina,"Kützing, 1843",Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Euactis,,marina,,"Euactis marina Kützing, 1843"
