aphia_id,RankName,ScientificName,ScientificNameAuthor,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,ScientificNameWithAuthor
834002,Species,Bugulina flabellata,"(Thompson in Gray, 1848)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,,flabellata,,"Bugulina flabellata Thompson in Gray, 1848"
834010,Species,Bugulina fulva,"(Ryland, 1960)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,,fulva,,"Bugulina fulva Ryland, 1960"
834020,Species,Bugulina turbinata,"(Alder, 1857)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,,turbinata,,"Bugulina turbinata Alder, 1857"
834039,Species,Crisularia plumosa,"(Pallas, 1766)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,,plumosa,,"Crisularia plumosa Pallas, 1766"
836020,Species,Spiralinella spiralis,"(Montagu, 1803)",Animalia,Mollusca,Gastropoda,,Pyramidellidae,Spiralinella,,spiralis,,"Spiralinella spiralis Montagu, 1803"
845529,Species,Knoutsodonta oblonga,"(Alder & Hancock, 1845)",Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Knoutsodonta,,oblonga,,"Knoutsodonta oblonga Alder & Hancock, 1845"
847930,Species,Sorgenfreispira brachystoma,"(Philippi, 1844)",Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Sorgenfreispira,,brachystoma,,"Sorgenfreispira brachystoma Philippi, 1844"
868065,Species,Pista maculata,"(Dalyell, 1853)",Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,,maculata,,"Pista maculata Dalyell, 1853"
876825,Species,Tritia incrassata,"(Strøm, 1768)",Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,,incrassata,,"Tritia incrassata Strøm, 1768"
879714,Species,Asbjornsenia pygmaea,"(Lovén, 1846)",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Asbjornsenia,,pygmaea,,"Asbjornsenia pygmaea Lovén, 1846"
880017,Species,Limecola balthica,"(Linnaeus, 1758)",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Limecola,,balthica,,"Limecola balthica Linnaeus, 1758"
1297885,Species,Paucibranchia bellii,"(Audouin & Milne Edwards, 1833)",Animalia,Annelida,Polychaeta,Eunicida,Eunicidae,Paucibranchia,,bellii,,"Paucibranchia bellii Audouin & Milne Edwards, 1833"
